No,Language,Class,Subject,Title,YoutubeLink,Description,DriveLink,next,,,,,
350,,,,,,,,,,,,,
351,,,,,,,,,,,,,
352,,,,,,,,,,,,,
353,,,,,,,,,,,,,
354,,,,,,,,,,,,,
355,,,,,,,,,,,,,
356,,,,,,,,,,,,,
357,,,,,,,,,,,,,
358,,,,,,,,,,,,,
359,,,,,,,,,,,,,
360,,,,,,,,,,,,,
361,,,,,,,,,,,,,
362,,,,,,,,,,,,,
363,,,,,,,,,,,,,
364,,,,,,,,,,,,,
365,,,,,,,,,,,,,
366,,,,,,,,,,,,,
367,,,,,,,,,,,,,
368,,,,,,,,,,,,,
369,,,,,,,,,,,,,
370,,,,,,,,,,,,,
371,,,,,,,,,,,,,
372,,,,,,,,,,,,,
373,,,,,,,,,,,,,
374,,,,,,,,,,,,,
375,,,,,,,,,,,,,
376,,,,,,,,,,,,,
377,,,,,,,,,,,,,
378,,,,,,,,,,,,,
379,,,,,,,,,,,,,
380,,,,,,,,,,,,,
381,,,,,,,,,,,,,
382,,,,,,,,,,,,,
383,,,,,,,,,,,,,
384,,,,,,,,,,,,,
385,,,,,,,,,,,,,
386,,,,,,,,,,,,,
387,,,,,,,,,,,,,
388,,,,,,,,,,,,,
389,,,,,,,,,,,,,
390,,,,,,,,,,,,,
391,,,,,,,,,,,,,
392,,,,,,,,,,,,,
393,,,,,,,,,,,,,
394,,,,,,,,,,,,,
395,,,,,,,,,,,,,
396,,,,,,,,,,,,,
397,,,,,,,,,,,,,
398,,,,,,,,,,,,,
399,,,,,,,,,,,,,
400,,,,,,,,,,,,,
401,,,,,,,,,,,,,
402,,,,,,,,,,,,,
403,,,,,,,,,,,,,
404,,,,,,,,,,,,,
405,,,,,,,,,,,,,
406,,,,,,,,,,,,,
407,,,,,,,,,,,,,
408,,,,,,,,,,,,,
409,,,,,,,,,,,,,
410,,,,,,,,,,,,,
411,,,,,,,,,,,,,
412,,,,,,,,,,,,,
413,,,,,,,,,,,,,
414,,,,,,,,,,,,,
415,,,,,,,,,,,,,
416,,,,,,,,,,,,,
417,,,,,,,,,,,,,
418,,,,,,,,,,,,,
419,,,,,,,,,,,,,
420,,,,,,,,,,,,,
421,,,,,,,,,,,,,
422,Gujarati,10,Science,ધાતુઓ (ભાગ ૧) - Metals (Part 1),https://www.youtube.com/watch?v=tREMf5AH9I8&feature=push-u-sub&attr_tag=0woo0r4kVGI1I7_a-6,Learn about the various processes involved in the extraction and purification of metals using metallurgical processes.,http://bit.ly/2F7BcAt,0,,,,,
423,Gujarati,10,Science,ધાતુઓ (ભાગ ૨) - Metals (Part 2),https://www.youtube.com/watch?v=0DdYsyNcmiM&feature=push-u-sub&attr_tag=IdRs6a674ue8bW1X-6,"Learn how to extract aluminium from Bauxite, how a blast furnace extracts iron, the Metals Activity Series, and also the physical and chemical properties of metals.",https://bit.ly/2pS1Sie,1,,,,,
424,Gujarati,10,Science,ધાતુઓ (ભાગ ૩) - Metals (Part 3),https://www.youtube.com/watch?v=wUu-loiCh3Q&feature=push-u-sub&attr_tag=8oMBkXcwgj6MevlO-6,"Learn about Corrosion, methods to prevent corrosion, Alloys, Purity of gold and some chemical reactions of metals.",http://bit.ly/2BytD5Z,2,,,,,
425,,,,,,,,,,,,,
426,,,,,,,,,,,,,
427,,,,,,,,,,,,,
428,,,,,,,,,,,,,
429,,,,,,,,,,,,,
430,,,,,,,,,,,,,
431,,,,,,,,,,,,,
432,,,,,,,,,,,,,
433,,,,,,,,,,,,,
434,,,,,,,,,,,,,
435,,,,,,,,,,,,,
436,,,,,,,,,,,,,
437,,,,,,,,,,,,,
438,,,,,,,,,,,,,
439,,,,,,,,,,,,,
440,,,,,,,,,,,,,
441,,,,,,,,,,,,,
442,,,,,,,,,,,,,
443,,,,,,,,,,,,,
444,,,,,,,,,,,,,
445,,,,,,,,,,,,,
446,,,,,,,,,,,,,
447,,,,,,,,,,,,,
448,,,,,,,,,,,,,
449,,,,,,,,,,,,,
450,,,,,,,,,,,,,
451,,,,,,,,,,,,,
452,,,,,,,,,,,,,
453,,,,,,,,,,,,,
454,,,,,,,,,,,,,
455,,,,,,,,,,,,,
456,,,,,,,,,,,,,
457,,,,,,,,,,,,,
458,,,,,,,,,,,,,
459,,,,,,,,,,,,,
460,,,,,,,,,,,,,
461,,,,,,,,,,,,,
462,,,,,,,,,,,,,
463,,,,,,,,,,,,,
464,,,,,,,,,,,,,
465,,,,,,,,,,,,,
466,,,,,,,,,,,,,
467,,,,,,,,,,,,,
468,,,,,,,,,,,,,
469,,,,,,,,,,,,,
470,,,,,,,,,,,,,
471,,,,,,,,,,,,,
472,,,,,,,,,,,,,
473,,,,,,,,,,,,,
474,,,,,,,,,,,,,
475,,,,,,,,,,,,,
476,,,,,,,,,,,,,
477,,,,,,,,,,,,,
478,,,,,,,,,,,,,
479,,,,,,,,,,,,,
480,,,,,,,,,,,,,
481,,,,,,,,,,,,,
482,,,,,,,,,,,,,
483,,,,,,,,,,,,,
484,,,,,,,,,,,,,
485,,,,,,,,,,,,,
486,,,,,,,,,,,,,
487,,,,,,,,,,,,,
488,,,,,,,,,,,,,
489,,,,,,,,,,,,,
490,,,,,,,,,,,,,
491,,,,,,,,,,,,,
492,,,,,,,,,,,,,
493,,,,,,,,,,,,,
494,,,,,,,,,,,,,
495,,,,,,,,,,,,,
496,,,,,,,,,,,,,
497,,,,,,,,,,,,,
498,,,,,,,,,,,,,
499,,,,,,,,,,,,,
500,,,,,,,,,,,,,
501,,,,,,,,,,,,,
502,,,,,,,,,,,,,
503,,,,,,,,,,,,,
504,,,,,,,,,,,,,
505,,,,,,,,,,,,,
506,,,,,,,,,,,,,
507,,,,,,,,,,,,,
508,,,,,,,,,,,,,
509,,,,,,,,,,,,,
510,,,,,,,,,,,,,
511,,,,,,,,,,,,,
512,,,,,,,,,,,,,
513,,,,,,,,,,,,,
514,,,,,,,,,,,,,
515,,,,,,,,,,,,,
516,,,,,,,,,,,,,
517,,,,,,,,,,,,,
518,,,,,,,,,,,,,
519,,,,,,,,,,,,,
520,,,,,,,,,,,,,
521,,,,,,,,,,,,,
522,Hindi,Misc,Cashlesstut,भिम ऍप कैसे उपयोग करे? (How to use BHIM App?) Tutorial - Cashless India - Hindi,https://www.youtube.com/watch?v=YvsYEXeCUes&list=PLFBHsqw1knQedY19zecK3KY2rwuCsReog&index=1,"This video gives a step-by-step procedure for downloading, installing and using the BHIM app launched by the Prime Minister for cashless transactions, yesterday. The major features of the app are explained.",http://bit.ly/2mCUIeA,0,,,,,
523,Hindi,Misc,Cashlesstut,डेबिट कार्ड एवम् क्रेडिट कार्ड(Debit and Credit Cards) - Cashless India - Hindi,https://www.youtube.com/watch?v=BzarNdWTGyk&index=2&list=PLFBHsqw1knQedY19zecK3KY2rwuCsReog,"This video introduces the viewers to Debit and Credit cards, their key features and their key differences.",http://bit.ly/2ngDcjt,1,,,,,
524,Hindi,Misc,Cashlesstut,"USSD, UPI and Mobile Wallets (PayTM) Tutorial - Cashless India - Hindi",https://www.youtube.com/watch?v=KrH3blLmFVg&t=413s&index=3&list=PLFBHsqw1knQedY19zecK3KY2rwuCsReog,"In this video, mobile phone transactions are discussed for both smartphone and non-smartphone users. USSD for non-smartphone users and UPI and e-wallets for smartphone users are covered in detail. Sample transactions are shown for each method, covering most aspects of each transaction. Methods of downloading, installing and registering oneself in the relevant apps are also shown with the sample transactions. The requirements for using each method are listed out.",http://bit.ly/2ngFejP,1,,,,,
525,Hindi,Misc,Cashlesstut,Aadhaar Enabled Payment System (AEPS) Tutorial - Cashless India - Hindi,https://www.youtube.com/watch?v=EKnRIEviL-o&index=4&list=PLFBHsqw1knQedY19zecK3KY2rwuCsReog,"In this video, learn how to make transactions using your Aadhaar card and a micro-ATM machine. Please note that there are fees associated with Aadhaar based transactions, which can go upto maximum of 15 rupees per transaction. Check the fee amount before the transaction.",http://bit.ly/2mkg7bG,1,,,,,
526,Hindi,Misc,Cashlesstut,इन्टरनेट बैंकिंग (Internet Banking) Tutorial - Cashless India - Hindi,https://www.youtube.com/watch?v=-eevhB0EBnc&index=5&list=PLFBHsqw1knQedY19zecK3KY2rwuCsReog,"In this video, various aspects of net banking, like ease, security, features etc. are discussed. An example of online shopping with net banking is given for better understanding. The meaning of common banking terms like RTGS, NEFT etc. is given. Some tips are given at the end to enhance security of the transactions.",http://bit.ly/2nxfrjh,2,,,,,
527,Hindi,Misc,AboutOli,OLI का परिचय(Introduction to OLI),https://www.youtube.com/watch?v=yMpYAQm34GM&list=PLFBHsqw1knQfk0ofcM-eHvvX7pyeHLShL&index=1,"This video introduces Open Learning Initiative (OLI), and explains our aims and objectives. This video answers all the common questions related to OLI.",http://bit.ly/2lU7o3C,0,,,,,
528,Hindi,Misc,AboutOli,दिसम्बर बोनान्जा २०१६ | December Bonanza 2016,https://www.youtube.com/watch?v=BrimhVH5e48&list=PLFBHsqw1knQfk0ofcM-eHvvX7pyeHLShL&index=5,December Bonanza is back with more videos :D,http://bit.ly/2ngDYNu,3,,,,,
529,,,,,,,,,,,,,
530,,,,,,,,,,,,,
531,,,,,,,,,,,,,
532,,,,,,,,,,,,,
533,,,,,,,,,,,,,
534,,,,,,,,,,,,,
535,,,,,,,,,,,,,
536,,,,,,,,,,,,,
537,,,,,,,,,,,,,
538,,,,,,,,,,,,,
539,,,,,,,,,,,,,
540,,,,,,,,,,,,,
541,,,,,,,,,,,,,
542,,,,,,,,,,,,,
543,,,,,,,,,,,,,
544,,,,,,,,,,,,,
545,,,,,,,,,,,,,
546,,,,,,,,,,,,,
547,,,,,,,,,,,,,
548,,,,,,,,,,,,,
549,,,,,,,,,,,,,
550,,,,,,,,,,,,,
551,,,,,,,,,,,,,
552,,,,,,,,,,,,,
553,,,,,,,,,,,,,
554,,,,,,,,,,,,,
555,,,,,,,,,,,,,
556,,,,,,,,,,,,,
557,,,,,,,,,,,,,
558,,,,,,,,,,,,,
559,,,,,,,,,,,,,
560,,,,,,,,,,,,,
561,,,,,,,,,,,,,
562,,,,,,,,,,,,,
563,,,,,,,,,,,,,
564,,,,,,,,,,,,,
565,,,,,,,,,,,,,
566,,,,,,,,,,,,,
567,,,,,,,,,,,,,
568,,,,,,,,,,,,,
569,,,,,,,,,,,,,
570,,,,,,,,,,,,,
571,,,,,,,,,,,,,
572,,,,,,,,,,,,,
573,,,,,,,,,,,,,
574,,,,,,,,,,,,,
575,,,,,,,,,,,,,
576,,,,,,,,,,,,,
577,,,,,,,,,,,,,
578,,,,,,,,,,,,,
579,,,,,,,,,,,,,
580,Hindi,10,Science,प्रकाश का परावर्तन(Reflection of Light) - कक्षा 10 विज्ञान (Class 10 Science) - Hindi,https://www.youtube.com/watch?v=wsQ_QnkpKMc&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5,This video explains the reflection of light and also the image formation by curved mirrors. Ray tracing is explained through examples and important terms related to curved mirrors are introduced.,http://bit.ly/2mktcSg,3,,"in next, following numbers mean different things",,,
581,Hindi,10,Science,प्रकाश का अपवर्तन(Refraction of Light) - कक्षा 10 विज्ञान (Class 10 Science) - Hindi,https://www.youtube.com/watch?v=Xd6i4uJMz4o&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5&index=2,"This video explains the next major in optics after Reflection, namely, Refraction. A physical feel for the topic is given through real life examples and this is followed by the popular experiment of refraction through a glass slab. Snell's law is later introduced and refractive index is explained. The video ends with a problem that will test your concepts.",http://bit.ly/2mkbXQe,3,,0,start of the series,,"even if there are 5 parts, first part is 0, part 2,3,4 is 1 and part 5 is 2"
582,Hindi,10,Science,लेंस (Lenses) - कक्षा 10 विज्ञान (Class 10 Science) - Hindi,https://www.youtube.com/watch?v=RfW53WkAzt8&index=3&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5,This video introduces the reader to convex and concave lenses and explains the formation of image using these lenses. The video begins with examples of applications of lenses and explains why they form an important part of optics. Enlargement of image formed by a magnifying glass is explained. The sign convention to be followed when dealing with lenses is explained in detail. The lens formula is discussed and an illustrative problem is solved at the end which covers most of the concepts discussed in the video.,http://bit.ly/2lU8P2d,3,,1,intermediates,,"2 part video means first video is 0, second video is 2"
583,Hindi,10,Science,"अम्ल, क्षारक एवं लवण(Acids, Bases and Salts) - कक्षा 10 विज्ञान(Class 10 Science) - Hindi",https://www.youtube.com/watch?v=8j3NirDTnvM&index=4&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5,"This video begins with a general differentiation between acids, bases and salts. It then introduces various indicators and how to use them. After that, the reaction of acids and bases with metals and their carbonates and hydrogen carbonates are discussed. Neutralization is then explained, followed by reactions of acids and bases with metal oxides. After this, the similarities between acids and bases are studied. Their behaviour in water is also studied. Later on, the concepts of strength of acids and bases and pH scale are introduced. The video ends with a discussion on some commonly used compounds like bleaching powder, washing soda, baking soda etc.",http://bit.ly/2nxgu2W,3,,2,final part of the series,,
584,Hindi,10,Science,धातु एवं अधातु (Metals and Non-metals) - कक्षा10 विज्ञान (Class 10 Science) - Hindi,https://www.youtube.com/watch?v=N2g3eg61zhs&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5&index=5,"The video begins with a comparison of the physical properties of metals and non-metals. After that, the reactions of a metal with air, water and acids are explained. Later on, the reactions of a metal with the salts of another metal are explained and metals are arranged in order of their activity. Formation of compounds of metals and non-metals is explained later with properties of these ionic compounds explained. A large section of the video then focusses on the extraction and purification of metals. The video ends with a discussion on rusting.",http://bit.ly/2mkoraL,3,,3,only one part,,
585,Hindi,10,Science,ऊर्जा के स्रोत (Sources of Energy) - कक्षा 10 विज्ञान(Class 10 Science) - Hindi,https://www.youtube.com/watch?v=H5-0KofIYDM&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5&index=6,"The video begins by explaining the properties of a good source of energy. Later on fossil fuels, thermal power plants, hydro power plants, energy from biomass, wind energy, solar energy, tidal energy and nuclear energy are discussed in detail.",http://bit.ly/2lU59xD,3,,5 parts,2 parts,only 1 part,
586,Hindi,10,Science,कार्बन और उसके यौगिक(Carbon and its Compounds) - कक्षा 10 विज्ञान (Class 10 Science) - Hindi,https://www.youtube.com/watch?v=aZ6_4mKRWI8&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5&index=7,"The video begins with an explanation of the nature of bonds formed by carbon. Special properties of carbon which make it so unique are then discussed. The discussion then moves to saturated and unsaturated hydrocarbons. Chain and ring structures, both with branches, are then discussed. Various functional groups are then introduced and homologous series is explained. Nomenclature of carbon compounds is then explained. Afterwards, chemical properties of carbon compounds are explained. After that, certain special compounds, namely, ethanol, ethanoic acid, and soaps and detergents are discussed.",http://bit.ly/2nmM3gG,3,,0,0,3,
587,Hindi,10,Science,विद्युत (Electricity) - भाग १(Part 1) - कक्षा 10 विज्ञान(Class X Science) - Hindi,https://www.youtube.com/watch?v=evUO1WeRB1Y&index=8&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5,This video begins with an introduction to electric charge. Then the concepts of current and voltage are explained. Important electrical symbols are then discussed. Ohm's law is introduced and explained in detail and the concept of a resistor is simultaneously introduced.,http://bit.ly/2n2gnzL,0,,1,2,,
588,Hindi,10,Science,विद्युत (Electricity) - भाग २(Part 2) - कक्षा 10 विज्ञान(Class X Science) - Hindi,https://www.youtube.com/watch?v=obU-0ubGAGo&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5&index=9,"This video begins with an explanation of the various factors affecting resistance of a resistor, namely, resistivity, length, and area of cross section. The video then focuses on the series and parallel combination of resistances and the concept of equivalent resistance is introduced. A very good analogy is used to make the student understand the concepts. Illustrative examples are given at the end to further enhance the understanding of the topic. Though this video is quite long compared to the other videos on the channel, it is nevertheless very interesting and keeps the viewer engaged.",http://bit.ly/2n25OfW,1,,1,,,
589,Hindi,10,Science,विद्युत (Electricity) - भाग ३(Part 3) - कक्षा 10 विज्ञान(Class X Science) - Hindi,https://www.youtube.com/watch?v=wYA0T1iAe5g&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5&index=10,"This video begins with a short revision of the series and parallel combination of resistances taught in Part 2, with a slightly greater insight in these combinations. Later, the heating effects of electric current are discussed. Formulae for Power and Energy are derived and explained and students are given a feel for the formulae. An example is solved at the end for better understanding.",http://bit.ly/2mTmoOw,2,,1,,,
590,Hindi,10,Science,नियंत्रण एवं समन्वय(Control & Coordination) - भाग १ - कक्षा 10 विज्ञान (Class 10 Science) - Hindi,https://www.youtube.com/watch?v=gdoX5mD2UoM&index=11&list=PLFBHsqw1knQcdXSmvjyJfZ8Al1DsSefQ5,"In this video, parts of our nervous system like the brain, the spinal cord, etc. are explained. What happens during reflex action, transmission of signals inside the body etc. are explained with examples.",http://bit.ly/2miCkqr,0,,2,,,
591,Hindi,10,Science,मानव नेत्र भाग - १ (Human Eye Part - 1) कक्षा 10 विज्ञान (Class 10 Science) - Hindi,https://www.youtube.com/watch?v=MwTESHXuIfI&feature=youtu.be,"In this video, you will learn about the Human Eye and how the different parts in the eye help us see an image. You will also learn about vision disorders and how to cure them along with example numericals.", http://bit.ly/2zlTcW3,0,,,,,
592,Hindi,10,Science,मानव नेत्र भाग - २ (Human Eye Part - 2) कक्षा 10 विज्ञान (Class 10 Science) - Hindi,https://www.youtube.com/watch?v=8A-Vehgf-1E&feature=youtu.be,"In this video, you will learn about the dispersion of light and its scattering. You will also learn the reason for rainbow formation and blue colour of the sky.",http://bit.ly/2PV2TFk,2,,,,,
593,,,,,,,,,,,,,
594,,,,,,,,,,,,,
595,,,,,,,,,,,,,
596,,,,,,,,,,,,,
597,,,,,,,,,,,,,
598,,,,,,,,,,,,,
599,,,,,,,,,,,,,
600,,,,,,,,,,,,,
601,,,,,,,,,,,,,
602,,,,,,,,,,,,,
603,,,,,,,,,,,,,
604,,,,,,,,,,,,,
605,,,,,,,,,,,,,
606,,,,,,,,,,,,,
607,,,,,,,,,,,,,
608,,,,,,,,,,,,,
609,,,,,,,,,,,,,
610,,,,,,,,,,,,,
611,,,,,,,,,,,,,
612,,,,,,,,,,,,,
613,,,,,,,,,,,,,
614,,,,,,,,,,,,,
615,,,,,,,,,,,,,
616,,,,,,,,,,,,,
617,,,,,,,,,,,,,
618,,,,,,,,,,,,,
619,,,,,,,,,,,,,
620,,,,,,,,,,,,,
621,,,,,,,,,,,,,
622,,,,,,,,,,,,,
623,,,,,,,,,,,,,
624,,,,,,,,,,,,,
625,,,,,,,,,,,,,
626,,,,,,,,,,,,,
627,,,,,,,,,,,,,
628,,,,,,,,,,,,,
629,,,,,,,,,,,,,
630,,,,,,,,,,,,,
631,,,,,,,,,,,,,
632,,,,,,,,,,,,,
633,,,,,,,,,,,,,
634,,,,,,,,,,,,,
635,,,,,,,,,,,,,
636,,,,,,,,,,,,,
637,,,,,,,,,,,,,
638,,,,,,,,,,,,,
639,,,,,,,,,,,,,
640,,,,,,,,,,,,,
641,,,,,,,,,,,,,
642,,,,,,,,,,,,,
643,,,,,,,,,,,,,
644,,,,,,,,,,,,,
645,,,,,,,,,,,,,
646,,,,,,,,,,,,,
647,,,,,,,,,,,,,
648,,,,,,,,,,,,,
649,,,,,,,,,,,,,
650,,,,,,,,,,,,,
651,,,,,,,,,,,,,
652,,,,,,,,,,,,,
653,,,,,,,,,,,,,
654,,,,,,,,,,,,,
655,,,,,,,,,,,,,
656,,,,,,,,,,,,,
657,,,,,,,,,,,,,
658,,,,,,,,,,,,,
659,,,,,,,,,,,,,
660,,,,,,,,,,,,,
661,,,,,,,,,,,,,
662,,,,,,,,,,,,,
663,,,,,,,,,,,,,
664,,,,,,,,,,,,,
665,,,,,,,,,,,,,
666,,,,,,,,,,,,,
667,,,,,,,,,,,,,
668,,,,,,,,,,,,,
669,,,,,,,,,,,,,
670,,,,,,,,,,,,,
671,,,,,,,,,,,,,
672,,,,,,,,,,,,,
673,,,,,,,,,,,,,
674,,,,,,,,,,,,,
675,,,,,,,,,,,,,
676,,,,,,,,,,,,,
677,,,,,,,,,,,,,
678,,,,,,,,,,,,,
679,,,,,,,,,,,,,
680,Hindi,9&10,Maths,दो चर वाले रैखिक समीकरण(Linear Equations in Two Variables) : भाग1/2 (Part 1/2) - Hindi,https://www.youtube.com/watch?v=LnBQk0TkyBU&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn&index=1,"This video explains the basic concepts related to linear equations in two variables. The topics covered include definition, solution of linear equations in two variables and graphical representation. The video ends with a solved example that further strengthens the concepts of the students.",http://bit.ly/2n275DL,0,,,,,
681,Hindi,9&10,Maths,दो चर वाले रैखिक समीकरण(Linear Equations in Two Variables) : भाग2/2 (Part 2/2) - Hindi,https://www.youtube.com/watch?v=6-TDf6ocV6U&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn&index=4,This video teaches how to solve a pair of linear equations in two variables. Both algebraic and graphical methods are shown.,http://bit.ly/2mkArcU,2,,,,,
682,Hindi,9&10,Maths,निर्देशांक ज्यामिति (Co-ordinate Geometry): भाग 1/2 (Part 1/2) - Hindi,https://www.youtube.com/watch?v=ykIl5DWg6Wo&index=2&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,"This video focusses more on the class IX syllabus of co-ordinate geometry. It begins with a brief motivation behind co-ordinate geometry. Rene-Descartes Idea is explained next and the axes and quadrants are introduced. In the end, plotting of a point using the co-ordinate axes is explained.",http://bit.ly/2lUlVwn,0,,,,,
683,Hindi,9&10,Maths,निर्देशांक ज्यामिति (Co-ordinate Geometry): भाग 2/2 (Part 2/2) - Hindi,https://www.youtube.com/watch?v=Rej9ajcBGGs&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn&index=3,"This video focusses more on the class X syllabus of co-ordinate geometry. It starts with the distance formula which is one of the most basic and useful formulas of co-ordinate geometry. Later on, section formula and mid-point formula are introduced and explained in detail. At the end, finding the area of a triangle using co-ordinate geometry is indicated.",http://bit.ly/2mTh1Ps,2,,,,,
684,Hindi,9&10,Maths,त्रिभुज भाग १/३ - सर्वांगसमता (Triangle Part 1/3 - Congruence) - Hindi,https://www.youtube.com/watch?v=fH8WPsvzNCg&index=5&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,This video takes up the topic of congruence of triangles and begins with its definition. Various tests for congruence are later explained. Many illustrative examples and optional questions for the viewer to answer are distributed throughout the video.,http://bit.ly/2mDfwTz,0,,,,,
685,Hindi,9&10,Maths,त्रिभुज भाग २/३ - असमिकाएँऔर समरूपता (Triangle Part 2/3 - Inequalities and Similarity) - Hindi,https://www.youtube.com/watch?v=FMP6hxbD10U&index=9&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,"This video explains the three main triangle inequalities with illustrative examples. Later on, similarity of triangles and the tests for similarity are explained and some sample problems are solved for better understanding of the students.",http://bit.ly/2lUhSQK,1,,,,,
686,Hindi,9&10,Maths,त्रिभुज भाग ३/३- समरूपताजारी (Triangle Part 3/3 - Similarity Continued) - Hindi,https://www.youtube.com/watch?v=kWHahF4dO_0&index=10&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,This video explains the expression for the ratios of areas of similar triangles. The proof of pythagoras theorem is also given. Illustrative examples are used for better understanding.,http://bit.ly/2mToH4s,2,,,,,
687,Hindi,9&10,Maths,रचनाएँ (Constructions): भाग 1/3 (Part 1/3) - Hindi,https://www.youtube.com/watch?v=u8WkZPwWnnU&index=6&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,"This video is the first in a series of videos that deal with the topic of Constructions. This video explains the bisection of an angle, bisection of a line segment and the construction of an angle of 60 degrees measure. The underlying mathematical principles behind the constructions are explained in detail. A lot of animations are used to explain the actual constructions process.",http://bit.ly/2nmJMBW,0,,,,,
688,Hindi,9&10,Maths,रचनाएँ (Constructions): भाग 2/3 (Part 2/3) - Hindi,https://www.youtube.com/watch?v=HjHiI6IPgGA&index=7&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,"This video explains how to construct the following:
1. A line parallel to a given straight line,
2. A triangle when the base, one base angle and sum of other two sides is given,
3. A triangle when the base, one base angle and the difference of other two sides is given,
4. A triangle when the perimeter and the base angles are given",http://bit.ly/2nmFESm,1,,,,,
689,Hindi,9&10,Maths,रचनाएँ (Constructions): भाग 3/3 (Part 3/3) - Hindi,https://www.youtube.com/watch?v=vkpQzd37oh8&index=8&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,"This video explains the following constructions:
1. Division of a line segment using two methods
2. A triangle similar to a given triangle but scaled
3. Tangent to a circle",http://bit.ly/2mkfwpH,2,,,,,
690,Hindi,9&10,Maths,द्विघात समीकरण(Quadratic Equations) - भाग १ (Part 1) - Hindi,https://www.youtube.com/watch?v=Vumv2WDzpO8&index=11&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,The video begins with a general expression of a quadratic equations. Examples is given to emphasize the importance of quadratic equations in real life. Identification of whether an equation is quadratic or not is explained using examples. Roots of equations are then discussed. Method of factorization to get the roots is discussed. The example discussed earlier to explain the motivation for the quadratic equations is finally solved.,http://bit.ly/2ngRJMf,0,,,,,
691,Hindi,9&10,Maths,द्विघात समीकरण(Quadratic Equations) - भाग २ (Part 2) - Hindi,https://www.youtube.com/watch?v=18Fr8pEZ38k&index=12&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,"This video explains the method of finding the roots of a quadratic equation by completing squares. Later on, the formula method is introduced. The nature of roots are discussed at the end of the video with the notion of discriminant being introduced simultaneously. Illustrative examples are distributed throughout the video.",http://bit.ly/2mTv5IO,2,,,,,
692,Hindi,9&10,Maths,वृत्त (Circle) - Class 9 Maths - Hindi,https://www.youtube.com/watch?v=E8d6VHkW6rM&index=13&list=PLFBHsqw1knQdNNur2IMLW5e3ggECPB7Gn,"This video introduces the various terms related to circles like chord, diameter, etc. Various important theorems related to circles are covered. This video ends with a solved example covering the various concepts.",http://bit.ly/2mkwqod,0,,,,,
693,Hindi,9&10,Maths,वृत्त (Circle) - भाग २ (Part 2),https://www.youtube.com/watch?v=uQZ4Q3rmsFU,This video continues to explore more theorems related to circles and chords. It also covers Cyclic Quadrilaterals and a few example problems on them.,http://bit.ly/2EA3TsI,2,,,,,
694,Hindi,9&10,Maths,यूक्लिड की ज्यामिति कापरिचय (Introduction to Euclidean Geometry) - भाग १ (Part 1),https://www.youtube.com/watch?v=5boeW9BXipo,"Learn about the fundamentals of Geometry, the definitions of points, lines and surfaces. Also introduce yourself to Euclid's postulates.",http://bit.ly/2F90aiO,0,,,,,
695,Hindi,9&10,Maths,यूक्लिड की ज्यामिति कापरिचय (Introduction to Euclidean Geometry) - भाग २ (Part 2),https://www.youtube.com/watch?v=L_jL3M_nN3s,Learn about a few more theorems and solve a few problems on Euclidean Geometry.,http://bit.ly/2EwtZN1,2,,,,,
696,Hindi,9&10,Maths,समान्तर श्रेढ़ी (Arithmetic Progression),https://www.youtube.com/watch?v=Q5JhcuxJuUI&feature=push-u-sub&attr_tag=wwbDxoLBbZNqJvJn-6,"Learn about the concepts related to Arithmetic progression like common difference, Nth term of a series, and Sum of a series.",https://bit.ly/2GljFbz,3,,,,,
697,Hindi,9&10,Maths,सांख्यिकी भाग 1 (Statistics Part 1) - Class 10 Maths - Hindi,https://www.youtube.com/watch?v=CuBpjZ9UmZ4&feature=push-u-sub&attr_tag=qK-UT5HEISaxm4uj-6,"This video teaches you how to find the mean of Ungrouped and Grouped data, as well as how to convert ungrouped data into grouped data. Example problems have been solved for better understanding.", http://bit.ly/2PRTjmt,0,,,,,
